title,year,distributor,worldwide_gross,worldwide_profit_gross,worldwide_adj,worldwide_profit_adj,worldwide_bits,production_budget,production_budget_adj
Eastern Promises,2007,BBC Films,55112356,3612356,68234345.49781549,4472440.7602009745,8010516.860465117,51500000,63761904.73761451
Brooklyn Rules,2007,City Light Films,458232,-7541768,567334.8569267296,-9337427.044061933,66603.48837209302,8000000,9904761.900988663
The Death and Life of Bobby Z,2007,Eclectic pictures,413454,-21586546,511895.42837642075,-26726199.799342398,60095.058139534885,22000000,27238095.22771882
Resident Evil: Extinction,2007,Impact Pictures,148412065,103412065,183748270.88238162,128033985.18932039,21571521.075581394,45000000,55714285.693061225
Good Luck Chuck,2007,Lionsgate,59192128,34192128,73285491.78160553,42333110.84101596,8603506.976744186,25000000,30952380.94058957
Into the Wild,2007,Paramount Vantage,56255142,41255142,69649223.4020384,51077794.837684646,8176619.476744186,15000000,18571428.56435374
The Game Plan,2007,Walt Disney Pictures,147880543,125880543,183090196.02548945,155852100.79777062,21494264.970930234,22000000,27238095.22771882
The Heartbreak Kid,2007,Conundrum Entertainment,127766650,67766650,158187280.89211914,83901566.63470416,18570734.01162791,60000000,74285714.25741497
Dan in Real Life,2007,Touchstone Pictures,68377859,43377859,84658301.58679684,53705920.646207266,9938642.296511628,25000000,30952380.94058957
The Darjeeling Limited,2007,Fox Searchlight Pictures,24377151,8377151,30181234.559930958,10371710.757953634,3543190.5523255817,16000000,19809523.801977325
We Own the Night,2007,Columbia Pictures,54926886,33926886,68004715.97409344,42004715.9839982,7983559.011627907,21000000,25999999.99009524
Elizabeth: The Golden Age,2007,Universal Pictures,74237563,19237563,91913173.2030807,23817935.133783642,10790343.459302327,55000000,68095238.06929705
Michael Clayton,2007,Castle Rock Entertainment,92991835,67991835,115132748.051378,84180367.11078843,13516255.087209303,25000000,30952380.94058957
Lars and the Real Girl,2007,Sidney Kimmel Entertainment,11293663,-706337,13982630.375625664,-874512.4758573285,1641520.784883721,12000000,14857142.851482993
30 Days of Night,2007,Columbia Pictures,75505973,45505973,93483585.58343482,56340728.45472734,10974705.377906976,30000000,37142857.12870748
Rendition,2007,Anonymous Content,24748670,-2751330,30641210.464517634,-3406408.570130892,3597190.406976744,27500000,34047619.03464852
Things We Lost in the Fire,2007,DreamWorks SKG,2849142,-13150858,3527509.14151333,-16282014.660463994,414119.4767441861,16000000,19809523.801977325
Gone Baby Gone,2007,Miramax Films,34619699,15619699,42862484.45986191,19338674.945013836,5031932.9941860465,19000000,23523809.514848072
The Assassination of Jesse James by the Coward Robert Ford,2007,Plan B Entertainment,14711793,-15288207,18214600.85020396,-18928256.278503522,2138342.0058139535,30000000,37142857.12870748
Why Did I Get Married?,2007,Lions Gate Films,55184721,40184721,68323940.25968611,49752511.69533238,8021035.029069767,15000000,18571428.56435374
Saw IV,2007,Lions Gate Films,139352633,129352633,172531831.2676069,160150878.8913711,20254743.168604653,10000000,12380952.376235828
American Gangster,2007,Imagine Entertainment,266465037,166465037,329909093.3028918,206099569.54053348,38730383.28488372,100000000,123809523.76235828
Bee Movie,2007,Pacific Data Images (PDI),287594577,137594577,356069476.15006876,170355190.50653136,41801537.35465116,150000000,185714285.6435374
Before the Devil Knows You're Dead,2007,Capitol Films,25005257,7005257,30958889.607253756,8673175.330029266,3634485.0290697673,18000000,22285714.27722449
No Country for Old Men,2007,Miramax Films,171600000,146600000,212457142.7762068,181504761.8356172,24941860.46511628,25000000,30952380.94058957
August Rush,2007,Warner Bros.,66122026,41122026,81865365.49262272,50912984.55203315,9610759.593023255,25000000,30952380.94058957
Lions for Lambs,2007,Cruise/Wagner Productions,63215872,28215872,78267270.06542198,34933936.748596594,9188353.488372093,35000000,43333333.3168254
Fred Claus,2007,Silver Pictures,97838349,-2161651,121133193.95385402,-2676329.808504255,14220690.261627907,100000000,123809523.76235828
Love in the Time of Cholera,2007,New Line Cinema,4607608,-40392392,5704657.521636321,-50009628.1714249,669710.4651162791,45000000,55714285.693061225
Southland Tales,2006,Universal Pictures,374743,-16625257,477223.73893133836,-21171755.85997445,57212.67175572519,17000000,21648979.59890579
The Mist,2007,Darkwoods Productions,57096190,39096190,70690520.92545123,48404806.64822674,8298864.825581395,18000000,22285714.27722449
Enchanted,2007,Walt Disney Pictures,340487652,255487652,421556140.41083574,316318045.2128312,49489484.302325584,85000000,105238095.19800453
Hitman,2007,Twentieth Century Fox Film Corporation,99965753,75965753,123767122.71475537,94052837.0117894,14529905.959302327,24000000,29714285.702965986
P2,2007,Summit Entertainment,7766240,-233760,9615344.758241773,-289417.1427468887,1128813.953488372,8000000,9904761.900988663
Awake,2007,The Weinstein Company,14373825,-71626175,17796164.278934795,-88680026.15669332,2089218.75,86000000,106476190.43562812
The Golden Compass,2007,New Line Cinema,372234864,192234864,460862212.395862,238005069.6236171,54103904.65116279,180000000,222857142.7722449
I Am Legend,2007,Village Roadshow Pictures,585349010,435349010,724717821.6286789,539003535.9851415,85079797.96511628,150000000,185714285.6435374
Alvin and the Chipmunks,2007,Dune Entertainment,361366633,301366633,447406307.353369,373120593.09595406,52524219.9127907,60000000,74285714.25741497
I'm Not There.,2007,Endgame Entertainment,4001121,-15998879,4953768.855255707,-19808135.897215948,581558.2848837209,20000000,24761904.752471656
Juno,2007,Fox Searchlight Pictures,231411584,223911584,286509580.0813297,277223865.7991528,33635404.65116279,7500000,9285714.28217687
My Blueberry Nights,2007,Block 2 Pictures,21786738,11786738,26974056.56115274,14593104.184916912,3166677.034883721,10000000,12380952.376235828
Redacted,2007,HDNet Films,782102,-4217898,968316.7615358793,-5222159.426582035,113677.61627906977,5000000,6190476.188117914
The Bucket List,2007,Two Ton Films,175372502,130372502,217127859.53633225,161413573.84327102,25490189.244186047,45000000,55714285.693061225
The Kite Runner,2007,DreamWorks SKG,73276047,53276047,90722724.82258181,65960820.070110165,10650588.226744186,20000000,24761904.752471656
Sweeney Todd: The Demon Barber of Fleet Street,2007,Warner Bros.,152000000,102000000,188190476.11878458,126285714.23760544,22093023.255813953,50000000,61904761.88117914
National Treasure: Book of Secrets,2007,Walt Disney Pictures,457363168,327363168,566259160.1652346,405306779.27416885,66477204.65116279,130000000,160952380.89106575
There Will Be Blood,2007,Miramax Films,77208711,52208711,95591737.39215553,64639356.45156596,11222196.36627907,25000000,30952380.94058957
Charlie Wilson's War,2007,Universal Pictures,119000410,44000410,147333840.89625376,54476698.07448506,17296571.220930234,75000000,92857142.8217687
Aliens vs Predator: Requiem,2007,Twentieth Century Fox Film Corporation,41797066,1797066,51748748.36123857,2224938.8562952615,6075154.941860465,40000000,49523809.50494331
Walk Hard: The Dewey Cox Story,2007,Columbia Pictures Corporation,18317151,-16682849,22678377.419932045,-20654955.89689335,2662376.5988372094,35000000,43333333.3168254
The Great Debaters,2007,The Weinstein Company,30226144,15226144,37422844.93812463,18851416.37377089,4393334.883720931,15000000,18571428.56435374
The Water Horse,2007,Revolution Studios,103071443,63071443,127612262.71329056,78088453.20834725,14981314.389534883,40000000,49523809.50494331
P.S. I Love You,2007,Wendy Finerman Productions,156835339,126835339,194177086.30698016,157034229.17827266,22795834.156976745,30000000,37142857.12870748
27 Dresses,2008,Spyglass Entertainment,160259319,130259319,191574358.2391314,155712289.2934001,22320239.415041782,30000000,35862068.94573127
Flawless,2007,Magnolia Pictures,6819587,-13180413,8443298.187259696,-16318606.56521196,991219.0406976744,20000000,24761904.752471656
Cloverfield,2008,Paramount Pictures,170764026,145764026,204131709.1287549,174246651.67397887,23783290.529247914,25000000,29885057.45477606
Untraceable,2008,Lakeshore Entertainment,32483410,-2516590,38830742.96708189,-3008337.469604595,4524151.810584959,35000000,41839080.436686486
Rambo,2008,Nu Image Films,113244290,63244290,135372484.52301288,75602369.61346076,15772185.236768803,50000000,59770114.90955212
Meet the Spartans,2008,Regency Enterprises,84646831,54646831,101187016.31198877,65324947.366257496,11789252.228412258,30000000,35862068.94573127
The Eye,2008,Paramount Vantage,56309766,44309766,67312823.68699981,52967996.10870731,7842585.793871867,12000000,14344827.578292508
Hellboy II: The Golden Army,2008,Universal Pictures,160388063,75388063,191728259.11260968,90119063.76637109,22338170.33426184,85000000,101609195.3462386
In Bruges,2008,Blueprint Pictures,34533783,19533783,41281763.56343075,23350729.090565115,4809719.080779945,15000000,17931034.472865634
Dark Angel,1990,Epic Productions,9229401,2229401,18110522.70331281,4374673.657075718,2245596.3503649635,7000000,13735849.046237094
Welcome Home Roscoe Jenkins,2008,Universal Pictures,43650785,8650785,52180248.70684308,10341168.270156596,6079496.51810585,35000000,41839080.436686486
Fool's Gold,2008,De Line Pictures,111231041,41231041,132965842.04158206,49287681.16820909,15491788.440111421,70000000,83678160.87337297
U2 3D,2007,National Geographic Entertainment,22730842,7730842,28142947.227374114,9571518.663020374,3303901.4534883723,15000000,18571428.56435374
Jumper,2008,Dune Entertainment,222231186,137231186,265655670.474121,164046475.1278824,30951418.662952647,85000000,101609195.3462386
Vantage Point,2008,Columbia Pictures,151161491,111161491,180698793.73938456,132882701.81174287,21053132.45125348,40000000,47816091.9276417
The Spiderwick Chronicles,2008,Paramount Pictures,162839667,72839667,194658912.16846403,87072705.33127023,22679619.359331477,90000000,107586206.83719382
Step Up 2: The Streets,2008,Summit Entertainment,150816700,127816700,180286629.78558898,152792376.927195,21005111.420612816,23000000,27494252.858393975
Run Fatboy Run,2007,Entertainment Films,33000000,23000000,40857142.84157823,28476190.465342402,4796511.627906977,10000000,12380952.376235828
Taxi to the Dark Side,2007,Jigsaw Productions,274661,-725339,340056.4760609309,-898038.7615626518,39921.65697674418,1000000,1238095.2376235828
"10,000 BC",2008,Centropolis Entertainment,266000000,161000000,317977011.31881726,192459770.00875783,37047353.760445684,105000000,125517241.31005944
The Bank Job,2008,Atlas Entertainment,64822796,44822796,77489319.31356911,53581273.34974826,9028244.568245126,20000000,23908045.96382085
Doomsday,2008,Rogue Pictures,22211426,-7788574,26551589.68650027,-9310479.259231,3093513.3704735376,30000000,35862068.94573127
Horton Hears a Who!,2008,Twentieth Century Fox Film Corporation,297138014,212138014,355199464.81552213,253590269.46928352,41384124.51253482,85000000,101609195.3462386
Funny Games,2007,Celluloid Dreams,7938872,-7061128,9829079.615303207,-8742348.949050533,1153905.8139534884,15000000,18571428.56435374
The Love Guru,2008,Paramount Pictures,41819064,-20180936,49990605.213798285,-24124337.274046343,5824382.17270195,62000000,74114942.48784463
Diary of the Dead,2007,Artfire Films,5364858,3364858,6642205.140326778,4166014.665079613,779775.8720930233,2000000,2476190.4752471657
Justice League: The New Frontier,2008,Warner Bros. Entertainment,5231128,1731128,6253302.433331511,2069394.3896628628,728569.3593314764,3500000,4183908.043668648
What Just Happened,2008,2929 Productions,6673422,-18326578,7977423.995598663,-21907633.459177397,929445.9610027856,25000000,29885057.45477606
The Dark Knight,2008,DC Comics,1004558444,819558444,1200851472.6248176,979702047.4594747,139910646.79665738,185000000,221149425.16534284
Never Back Down,2008,Summit Entertainment,41627431,21627431,49761526.68518904,25853480.721368194,5797692.339832869,20000000,23908045.96382085
21,2008,Columbia Pictures,69823199,34823199,83466812.5516505,41627732.11496401,9724679.526462397,35000000,41839080.436686486
Smart People,2008,Miramax Films,10569964,3569964,12635359.257396583,4267543.170059286,1472139.8328690808,7000000,8367816.087337296
Leatherheads,2008,Universal Pictures,41299492,-16700508,49369507.65092257,-19963825.64415789,5752018.384401115,58000000,69333333.29508045
Ji jie hao,2007,Huayi Brothers Media Corporation,34786960,18786960,43069569.50740207,23260045.705424745,5056244.186046512,16000000,19809523.801977325
Pirates,1986,Carthago Films S.a.r.l.,1641825,-38358175,3851499.250668661,-89983087.2775828,442540.43126684637,40000000,93834586.52825145
Stop-Loss,2008,Paramount Pictures,11207130,-13792870,13397028.958125776,-16488028.496650282,1560881.6155988858,25000000,29885057.45477606
Julia,2008,Le Bureau,1300000,-4700000,1554022.987648355,-5618390.801497899,181058.49582172703,6000000,7172413.789146254
Nim's Island,2008,Walden Media,100076342,63076342,119631489.22135274,75401604.18828417,13938209.192200558,37000000,44229885.03306857
Forgetting Sarah Marshall,2008,Universal Pictures,105173115,75173115,125724183.3789108,89862114.43317951,14648066.155988859,30000000,35862068.94573127
Superhero Movie,2008,Dimension Films,25871834,-9128166,30927249.822017148,-10911830.614669334,3603319.4986072425,35000000,41839080.436686486
Street Kings,2008,Fox Searchlight Pictures,65569869,45569869,78382372.09468558,54474326.13086474,9132293.73259053,20000000,23908045.96382085
Harold & Kumar Escape from Guantanamo Bay,2008,New Line Cinema,43493123,31493123,51991779.189705685,37646951.61141317,6057538.022284123,12000000,14344827.578292508
Speed Racer,2008,Village Roadshow Pictures,93945766,-26054234,112302984.5817179,-31145291.201207194,13084368.523676882,120000000,143448275.78292507
The Forbidden Kingdom,2008,Casey Silver Productions,127906624,72906624,152899872.28345755,87152745.8829502,17814293.0362117,55000000,65747126.40050733
Virgin Territory,2007,Ingenious Film Partners,5410749,-32589251,6699022.568876563,-40348596.46081958,786446.0755813954,38000000,47047619.029696144
Son of Rambow,2007,Celluloid Dreams,6870249,2870249,8506022.568188181,3553641.617693851,998582.7034883721,4000000,4952380.950494331
Deception,2008,Kanzaman,17741298,-7258702,21207988.402092144,-8677069.052683916,2470932.86908078,25000000,29885057.45477606
Baby Mama,2008,Relativity Media,63833449,33833449,76306651.6360607,40444582.690329425,8890452.50696379,30000000,35862068.94573127
Expelled: No Intelligence Allowed,2008,Premise Media Corporation,7700000,4200000,9204597.696071027,5020689.652402378,1072423.3983286908,3500000,4183908.043668648
Iron Man,2008,Paramount Pictures,585174222,445174222,699518609.8209553,532162288.0742093,81500588.02228412,140000000,167356321.74674594
Made of Honor,2008,Columbia Pictures,84601681,44601681,101133043.89822544,53316951.97058375,11782963.927576602,40000000,47816091.9276417
Taken,2008,Twentieth Century Fox Film Corporation,226830568,201830568,271153782.2871795,241268724.83240345,31592001.114206128,25000000,29885057.45477606
Stargate: The Ark of Truth,2008,Metro-Goldwyn-Mayer (MGM),8900000,1900000,10639080.453900278,2271264.3665629807,1239554.3175487465,7000000,8367816.087337296
Meet Bill,2007,Greenestreet Films,346592,-4653408,429113.90459843277,-5761362.283519481,50376.74418604651,5000000,6190476.188117914
The Chronicles of Narnia: Prince Caspian,2008,Walt Disney,419651413,194651413,501652263.53931826,232686746.44633374,58447272.00557103,225000000,268965517.09298456
Indiana Jones and the Kingdom of the Crystal Skull,2008,Lucasfilm,786636033,601636033,940346521.6880846,719197096.5227418,109559336.0724234,185000000,221149425.16534284
Sex and the City,2008,New Line Cinema,415252786,350252786,496394134.7146331,418692985.33221537,57834649.86072423,65000000,77701149.38241775
The Strangers,2008,Rogue Pictures,82391145,73391145,98490564.0835914,87731943.39987202,11475089.83286908,9000000,10758620.683719382
Kung Fu Panda,2008,DreamWorks Animation,631744560,501744560,755188898.8936888,599786600.1288533,87986707.52089137,130000000,155402298.7648355
You Don't Mess with the Zohan,2008,Columbia Pictures,201596308,111596308,240988689.89002922,133402483.0528354,28077480.222841226,90000000,107586206.83719382
Doctor Who,1996,Universal TV,42000000,37000000,68968421.04972765,60757894.73428388,9502262.443438914,5000000,8210526.315443768
The Happening,2008,Spyglass Entertainment,163403799,103403799,195333276.85774714,123609138.9662846,22758189.27576602,60000000,71724137.89146253
The Incredible Hulk,2008,Universal Pictures,163712074,13712074,195701789.50122198,16391444.772565639,22801124.51253482,150000000,179310344.72865635
WALL·E,2008,Walt Disney Pictures,521311860,341311860,623177395.5182469,408004981.8438593,72606108.63509749,180000000,215172413.67438763
Wanted,2008,Universal Pictures,258270008,183270008,308736561.1170189,219081388.75269073,35970753.20334262,75000000,89655172.36432818
Hancock,2008,Columbia Pictures,624029371,474029371,745966144.2321106,566655799.5034542,86912168.66295265,150000000,179310344.72865635
Get Smart,2008,Village Roadshow Pictures,230685453,150685453,275761920.6754417,180129736.8201583,32128893.175487466,80000000,95632183.8552834
The Wackness,2008,SBK Pictures,2899975,-3100025,3466636.779696568,-3705777.009449686,403896.23955431755,6000000,7172413.789146254
Mamma Mia!,2008,Universal Pictures,609841637,557841637,729006094.4023874,666845174.8964533,84936161.14206128,52000000,62160919.5059342
Journey to the Center of the Earth,2008,New Line Cinema,101702060,56702060,121574876.25476328,67781772.83616638,14164632.311977716,45000000,53793103.41859691
Meet Dave,2008,Twentieth Century Fox Film Corporation,50650079,-9349921,60547220.84015785,-11176917.051304689,7054328.551532034,60000000,71724137.89146253
Death Defying Acts,2007,BBC Films,8380329,-11619671,10375645.424618801,-14386259.327852853,1218071.0755813953,20000000,24761904.752471656
Transsiberian,2008,Lietuvos Kinostudija,5926410,-9073590,7084444.134022376,-10846590.33884326,825405.2924791087,15000000,17931034.472865634
Space Chimps,2008,Starz Media,63800345,26800345,76267079.03838138,32037194.00531281,8885841.922005571,37000000,44229885.03306857
Watchmen,2009,Paramount Pictures,185258983,55258983,222310779.6889243,66310779.626524314,24701197.733333334,130000000,156000000.06239998
Step Brothers,2008,Columbia Pictures,128107642,63107642,153140169.6626353,75439020.28021754,17842289.972144846,65000000,77701149.38241775
Brideshead Revisited,2008,BBC Films,13204291,-6795709,15784439.807383297,-8123606.156437551,1839037.7437325907,20000000,23908045.96382085
The X Files: I Want to Believe,2008,Twentieth Century Fox Film Corporation,68369434,38369434,81728978.5296208,45866909.58388952,9522205.292479109,30000000,35862068.94573127
The Mummy: Tomb of the Dragon Emperor,2008,Universal Pictures,401128639,256128639,479510096.93084496,306176763.69314384,55867498.46796658,145000000,173333333.23770115
Swing Vote,2008,Touchstone Pictures,17600000,-3400000,21039080.448162347,-4064367.813849544,2451253.4818941504,21000000,25103448.26201189
The Midnight Meat Train,2008,Lions Gate Films,3533227,-11466773,4223627.675830642,-13707406.797034994,492092.89693593315,15000000,17931034.472865634
Bottle Shock,2008,Zininsa Film Production,4040588,-959412,4830128.181243148,-1146883.3097120642,562755.9888579388,5000000,5977011.490955212
Vicky Cristina Barcelona,2008,The Weinstein Company,96408652,81408652,115247124.16630043,97316089.69343479,13427388.85793872,15000000,17931034.472865634
Pineapple Express,2008,Columbia Pictures,101624843,74624843,121482570.87550387,89206708.82434572,14153877.855153203,27000000,32275862.051158145
Elegy,2008,Lakeshore Entertainment,14894347,1894347,17804736.63385486,2264506.7573713064,2074421.5877437326,13000000,15540229.87648355
Tropic Thunder,2008,DreamWorks SKG,188072649,96072649,224822476.84147725,114845465.40790135,26193962.25626741,92000000,109977011.4335759
Star Wars: The Clone Wars,2008,Lucasfilm,68282844,59782844,81625468.64462043,71464549.10999657,9510145.403899722,8500000,10160919.53462386
Mutant Chronicles,2008,Isle of Man Film,2033165,-5966835,2430450.1136015905,-7132768.271926749,283170.6128133705,8000000,9563218.38552834
Death Race,2008,Universal Pictures,73762516,28762516,88175881.14675353,34382777.728156626,10273330.919220056,45000000,53793103.41859691
The House Bunny,2008,Columbia Pictures,70442940,45442940,84207652.36733371,54322594.91255765,9810994.428969359,25000000,29885057.45477606
The Rocker,2008,Fox Atomic,8762890,-6237110,10475178.844795303,-7455855.628070332,1220458.217270195,15000000,17931034.472865634
Mirrors,2008,Regency Enterprises,72436439,37436439,86590685.65337525,44751605.21668877,10088640.529247912,35000000,41839080.436686486
Burn After Reading,2008,Mike Zoss Productions,163720069,126720069,195711346.74259603,151481461.70952746,22802238.022284124,37000000,44229885.03306857
Disaster Movie,2008,Grosvenor Park Media Ltd.,14109284,-10890716,16866270.519430105,-13018786.935345955,1965081.3370473539,25000000,29885057.45477606
Babylon A.D.,2008,StudioCanal,72108608,2108608,86198795.72255698,2520634.8491840176,10042981.615598885,70000000,83678160.87337297
Traitor,2008,Hyde Park Films,23530831,1530831,28128809.455745023,1829958.8955420915,3277274.512534819,22000000,26298850.56020293
College,2008,Metro-Goldwyn-Mayer (MGM),6230276,-769724,7447686.248764494,-920129.8385728019,867726.4623955432,7000000,8367816.087337296
The Women,2008,New Line Cinema,50007546,34007546,59779135.41529427,40652698.64423759,6964839.275766017,16000000,19126436.77105668
The Spirit,2008,DC Comics,39031337,-20968663,46658149.95126907,-25065987.940193478,5436119.3593314765,60000000,71724137.89146253
Bangkok Dangerous,2008,Virtual Studios,42487390,-2512610,50789523.65013911,-3003579.768457795,5917463.7883008355,45000000,53793103.41859691
Righteous Kill,2008,Grosvenor Park Media Ltd.,73174566,13174566,87473044.36553212,15748906.474069567,10191443.73259053,60000000,71724137.89146253
Lakeview Terrace,2008,Screen Gems,27640028,7640028,33040952.99326476,9132907.029443912,3849586.0724233985,20000000,23908045.96382085
Appaloosa,2008,New Line Cinema,20211394,211394,24160746.837244645,252700.8734237972,2814957.381615599,20000000,23908045.96382085
Miracle at St. Anna,2008,Rai Cinema,9323833,-35676167,11145731.39614948,-42647372.02244742,1298583.9832869081,45000000,53793103.41859691
Eagle Eye,2008,DreamWorks SKG,178066569,98066569,212861185.8135938,117229001.95831043,24800357.7994429,80000000,95632183.8552834
How to Lose Friends & Alienate People,2008,UK Film Council,17286299,-9713701,20664081.551817518,-11611780.499340625,2407562.5348189417,27000000,32275862.051158145
Nick and Norah's Infinite Playlist,2008,Columbia Pictures,32973937,23973937,39417120.07020664,28658499.386487264,4592470.334261838,9000000,10758620.683719382
Body of Lies,2008,Scott Free Productions,113280098,43280098,135415289.4885065,51737128.61513354,15777172.423398329,70000000,83678160.87337297
City of Ember,2008,Playtone,17869048,-37130952,21360701.045686048,-44386425.35482128,2488725.348189415,55000000,65747126.40050733
Max Payne,2008,Dune Entertainment,85416905,50416905,102107564.54136594,60268484.10467946,11896504.87465181,35000000,41839080.436686486
Zack and Miri Make a Porno,2008,Blue Askew,42105111,18105111,50332546.454988934,21642891.298403922,5864221.587743733,24000000,28689655.156585015
W.,2008,Ixtlan Productions,29506464,4406464,35272094.87709126,5267497.192496093,4109535.3760445686,25100000,30004597.684595164
My Best Friend's Girl,2008,Lionsgate,36620508,16620508,43776239.42412345,19868193.460302606,5100349.30362117,20000000,23908045.96382085
The Secret Life of Bees,2008,Fox Searchlight Pictures,38105395,27105395,45551276.75647745,32401851.47637599,5307158.0779944295,11000000,13149425.280101465
An American Carol,2008,Mpower Pictures,7000000,-13000000,8367816.087337296,-15540229.87648355,974930.3621169917,20000000,23908045.96382085
Quarantine,2008,Vertigo Entertainment,40855419,28855419,48838661.76615798,34493834.187865466,5690169.777158774,12000000,14344827.578292508
Pride and Glory,2008,New Line Cinema,31148328,1148328,37234782.87600839,1372713.9302771233,4338207.242339833,30000000,35862068.94573127
The Express,2008,Davis Entertainment,9793496,-30206504,11707167.625724781,-36108924.30191691,1363996.6573816156,40000000,47816091.9276417
RockNRolla,2008,StudioCanal,25739015,7739015,30768477.68417371,9251236.31673495,3584821.0306406687,18000000,21517241.367438763
Madagascar: Escape 2 Africa,2008,DreamWorks Animation,603900354,453900354,721903871.0499841,542593526.3213277,84108684.40111421,150000000,179310344.72865635
Blindness,2008,Rhombus Media,19844979,-5155021,23722733.504152972,-6162323.950623086,2763924.651810585,25000000,29885057.45477606
Changeling,2008,Imagine Entertainment,113020255,58020255,135104672.56913763,69357546.16863032,15740982.590529248,55000000,65747126.40050733
The Road,2009,2929 Productions,27635305,-4364695,33162366.013264947,-5237634.002095054,3684707.3333333335,32000000,38400000.01536
Slumdog Millionaire,2008,Fox Searchlight Pictures,377910544,362910544,451755132.80822706,433824098.3353614,52633780.50139276,15000000,17931034.472865634
Quantum of Solace,2008,Eon Productions,586090727,386090727,700614202.0042588,461533742.3660503,81628234.95821728,200000000,239080459.63820848
Role Models,2008,Universal Pictures,92380927,64380927,110432372.44481891,76961108.09546973,12866424.373259053,28000000,33471264.349349186
Saw V,2008,Lionsgate,113857533,103057533,136105556.61456245,123195211.79409918,15857595.12534819,10800000,12910344.820463257
Sex Drive,2008,Summit Entertainment,18755936,-244064,22420888.999124106,-291754.6665056986,2612247.353760446,19000000,22712643.665629804
While She Was Out,2008,Grosvenor Park Media Ltd.,391410,-5608590,467892.4135349559,-6704521.375611298,54513.92757660167,6000000,7172413.789146254
Beverly Hills Chihuahua,2008,Walt Disney Pictures,149281606,129281606,178451574.8900497,154543528.92622885,20791310.027855154,20000000,23908045.96382085
Australia,2008,Bazmark Films,49554002,-80445998,59236967.87536351,-96165330.889472,6901671.587743733,130000000,155402298.7648355
Bolt,2008,Walt Disney Animation Studios,309979994,159979994,370550797.2208455,191240452.49218917,43172701.11420613,150000000,179310344.72865635
Milk,2008,Focus Features,54586584,34586584,65252927.963998385,41344882.00017753,7602588.300835655,20000000,23908045.96382085
Twilight,2008,Summit Entertainment,392616625,355616625,469334815.8330107,425104930.7999421,54681981.19777159,37000000,44229885.03306857
Transporter 3,2008,Europa Corp,108979549,78979549,130274403.33042331,94412334.38469204,15178210.16713092,30000000,35862068.94573127
Four Christmases,2008,New Line Cinema,163733697,83733697,195727637.68511578,100095453.82983239,22804136.0724234,80000000,95632183.8552834
The Boy in the Striped Pyjamas,2008,Miramax Films,20416563,7916563,24406006.331362203,9463477.603974173,2843532.451253482,12500000,14942528.72738803
Surveillance,2008,Blue Rider Pictures,1115493,-2384507,1333462.8958160204,-2850445.147852628,155361.14206128134,3500000,4183908.043668648
Igor,2008,Exodus Film Group,30000000,5000000,35862068.94573127,5977011.490955212,4178272.980501393,25000000,29885057.45477606
Punisher: War Zone,2008,Lionsgate,10089373,-10410627,12060859.67150665,-12444887.441409716,1405205.1532033426,20500000,24505747.11291637
The Day the Earth Stood Still,2008,Twentieth Century Fox Film Corporation,233093859,153093859,278640934.7428188,183008750.8875354,32464325.766016714,80000000,95632183.8552834
Doubt,2008,Scott Rudin Productions,50907234,30907234,60854624.51814917,36946578.55432832,7090144.011142062,20000000,23908045.96382085
Gran Torino,2008,Village Roadshow Pictures,269958228,236958228,322708686.1667814,283260410.326477,37598638.99721449,33000000,39448275.8403044
The Reader,2008,Studio Babelsberg,113019290,81019290,135103519.0059199,96850645.46380654,15740848.189415043,32000000,38252873.54211336
Seven Pounds,2008,Columbia Pictures,168167691,113167691,201028044.30288106,135280917.90237373,23421683.98328691,55000000,65747126.40050733
The Wrestler,2008,Saturn Films,44703995,38703995,53439258.36132087,46266844.57217461,6226183.147632312,6000000,7172413.789146254
The Curious Case of Benjamin Button,2008,Paramount Pictures,333932083,183932083,399183179.4579219,219872834.72926554,46508646.65738162,150000000,179310344.72865635
Yes Man,2008,Village Roadshow Pictures,225990978,155990978,270150134.4716413,186471973.59826833,31475066.573816158,70000000,83678160.87337297
Valkyrie,2008,United Artists,200276000,125276000,239410390.6725092,149755218.30818102,27893593.314763233,75000000,89655172.36432818
Bedtime Stories,2008,Walt Disney Pictures,212874442,132874442,254470597.19293576,158838413.33765236,29648250.974930365,80000000,95632183.8552834
Choke,2008,Fox Searchlight Pictures,3830137,830137,4578554.572186545,992347.6776134174,533445.2646239555,3000000,3586206.894573127
Revolutionary Road,2008,DreamWorks SKG,75225693,40225693,89924966.2952138,48085885.858527325,10477116.016713092,35000000,41839080.436686486
Nobel Son,2007,Gimme Five Films,333912,-3666088,413414.85698536574,-4538966.093508965,48533.72093023256,4000000,4952380.950494331
Wild Child,2008,Universal Pictures,21972336,1972336,26265780.951025777,2357734.9872049275,3060213.927576602,20000000,23908045.96382085
Defiance,2008,Paramount Vantage,51155219,19155219,61151066.35706607,22898192.81495272,7124682.311977716,32000000,38252873.54211336
Marley & Me,2008,Sunswept Entertainment,244082376,184082376,291776633.21833014,220052495.32686758,33994759.88857939,60000000,71724137.89146253
Passengers,2008,TriStar Pictures,2000000,-23000000,2390804.596382085,-27494252.858393975,278551.5320334262,25000000,29885057.45477606
The Tale of Despereaux,2008,Larger Than Life Productions,50877145,-9122855,60818656.0583989,-10905481.833063642,7085953.342618384,60000000,71724137.89146253
